"","asv","direction","domain","conf.d","phylum","conf.p","class","conf.c","order","conf.o","family","conf.f","genus","conf.g","species","conf.s","num"
"ASV134","ASV134","+","Fungi",100,"Basidiomycota",100,"Microbotryomycetes",100,"Sporidiobolales",100,"Sporidiobolales_Incertae sedis",100,"Sporobolomyces",99,"Sporidiobolales_sp|SH227559.06FU",98,134
"ASV135","ASV135","+","Fungi",100,"Ascomycota",87,"Dothideomycetes",80,"Pleosporales",72,"",62,"",62,"",62,135
"ASV136","ASV136","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporales_Incertae sedis",98,"Phoma",98,"Phoma_brasiliensis|SH202145.06FU",100,136
"ASV139","ASV139","+","Fungi",100,"Ascomycota",90,"Fungi_unidentified_1",70,"Fungi_unidentified_1",70,"Fungi_unidentified_1_1",70,"Fungi_unidentified_1_1",70,"Fungi_sp|SH189980.06FU",70,139
"ASV140","ASV140","+","Fungi",100,"Ascomycota",81,"",14,"",11,"",8,"",8,"",5,140
"ASV141","ASV141","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Dothideales",100,"Dothioraceae",100,"Kabatiella",100,"",44,141
"ASV142","ASV142","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Dothideales",100,"Dothioraceae",100,"Kabatiella",100,"Aureobasidium_pullulans|SH206629.06FU",85,142
"ASV143","ASV143","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellales_Incertae sedis",100,"Dioszegia",100,"",44,143
"ASV144","ASV144","+","Fungi",100,"Ascomycota",83,"",35,"",9,"",9,"",9,"",9,144
"ASV145","ASV145","+","Fungi",100,"Basidiomycota",80,"",35,"",35,"",35,"",35,"",17,145
"ASV146","ASV146","+","Fungi",100,"Basidiomycota",99,"Tremellomycetes",96,"Tremellales",96,"Tremellales_Incertae sedis",96,"Hannaella",95,"Hannaella coprosmaensis",72,146
"ASV147","ASV147","+","Fungi",100,"Basidiomycota",91,"Tremellomycetes",73,"Tremellales",70,"Incertae_sedis_12",100,"Cryptococcus_1",100,"Cryptococcus_sp_QMW_2009a|SH209978.06FU",100,147
"ASV148","ASV148","+","Fungi",100,"",38,"",17,"",13,"",13,"",4,"",4,148
"ASV150","ASV150","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",99,"Tremellaceae",99,"Cryptococcus",99,"Cryptococcus macerans",97,150
"ASV151","ASV151","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Trichosphaeriales",99,"Trichosphaeriales_Incertae sedis",99,"Khuskia",99,"Trichosphaeriales_sp|SH237073.06FU",93,151
"ASV154","ASV154","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellales_Incertae sedis",100,"Bullera",100,"Bullera penniseticola",100,154
"ASV155","ASV155","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Phaeosphaeriaceae",100,"Ophiosphaerella",100,"Ophiosphaerella agrostis",100,155
"ASV156","ASV156","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellales_Incertae sedis",100,"Hannaella",100,"Hannaella zeae",100,156
"ASV157","ASV157","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Setosphaeria",100,"Exserohilum rostratum",100,157
"ASV158","ASV158","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",96,"Capnodiales",96,"Mycosphaerellaceae",96,"",41,"",40,158
"ASV159","ASV159","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Hypocreales",100,"Nectriaceae",100,"Gibberella",94,"Fusarium equiseti",76,159
"ASV161","ASV161","+","Fungi",100,"Basidiomycota",90,"Tremellomycetes",74,"Tremellales",72,"Incertae_sedis_12",70,"",50,"",22,161
"ASV162","ASV162","+","Fungi",100,"Basidiomycota",100,"Ustilaginomycetes",100,"Ustilaginales",100,"Ustilaginaceae",100,"Ustilago",100,"Pseudozyma prolifica",100,162
"ASV163","ASV163","+","Fungi",100,"Basidiomycota",79,"",12,"",11,"",8,"",8,"",6,163
"ASV166","ASV166","+","Fungi",100,"Basidiomycota",100,"Microbotryomycetes",100,"Sporidiobolales",100,"Sporidiobolales_Incertae sedis",100,"Sporobolomyces",100,"Sporobolomyces coprosmae",87,166
"ASV167","ASV167","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Alternaria",100,"Alternaria longissima",100,167
"ASV168","ASV168","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Phaeosphaeriaceae",96,"Phaeosphaeria",96,"Phaeosphaeria sp 1 MM_2012",84,168
"ASV170","ASV170","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",100,"Cryptococcus",100,"Cryptococcus macerans",100,170
"ASV171","ASV171","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Capnodiales",100,"Mycosphaerellaceae",100,"Mycosphaerella",99,"Mycosphaerella nyssicola",99,171
"ASV172","ASV172","+","Fungi",100,"Ascomycota",77,"",32,"",32,"",32,"",32,"",29,172
"ASV173","ASV173","+","Fungi",100,"Ascomycota",72,"Dothideomycetes",78,"",44,"",44,"",44,"",43,173
"ASV174","ASV174","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Filobasidiales",100,"Filobasidiaceae",100,"Filobasidium",100,"Filobasidium floriforme",100,174
"ASV175","ASV175","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Didymellaceae",71,"",56,"",56,175
"ASV176","ASV176","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",100,"Cryptococcus",100,"Cryptococcus chernovii",100,176
"ASV177","ASV177","+","Fungi",100,"Basidiomycota",98,"Tremellomycetes",95,"Tremellales",95,"Tremellales_Incertae sedis",95,"Hannaella",94,"Hannaella coprosmaensis",74,177
"ASV178","ASV178","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Phaeosphaeriaceae",96,"Phaeosphaeria",96,"Phaeosphaeria sp 1 MM_2012",75,178
"ASV179","ASV179","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",96,"Epicoccum",96,"Epicoccum sorghi",96,179
"ASV180","ASV180","+","Fungi",100,"",40,"",20,"",15,"",15,"",8,"",5,180
"ASV181","ASV181","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Leptosphaeriaceae",100,"Paraphoma",100,"Paraphoma chrysanthemicola",100,181
"ASV182","ASV182","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Phaeosphaeriaceae",100,"Ophiosphaerella",100,"Ophiosphaerella agrostis",100,182
"ASV183","ASV183","+","Fungi",100,"Ascomycota",92,"Dothideomycetes",89,"Pleosporales",89,"Leptosphaeriaceae",100,"Coniothyrium",100,"Coniothyrium_sidae|SH196237.06FU",100,183
"ASV184","ASV184","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",99,"Pleosporales",99,"Phaeosphaeriaceae",95,"Phaeosphaeriopsis",86,"Phaeosphaeria oryzae",73,184
"ASV185","ASV185","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Cystofilobasidiales",100,"Cystofilobasidiaceae",100,"Udeniomyces",77,"Udeniomyces pannonicus",77,185
"ASV186","ASV186","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Hypocreales",100,"Nectriaceae",100,"Gibberella",98,"Fusarium equiseti",91,186
"ASV187","ASV187","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Trichosphaeriales",100,"Trichosphaeriales_Incertae sedis",100,"Nigrospora",83,"Nigrospora sphaerica",81,187
"ASV188","ASV188","+","Fungi",100,"Basidiomycota",75,"",26,"",9,"",6,"",6,"",6,188
"ASV190","ASV190","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Hypocreales",100,"Hypocreales_Incertae sedis",98,"Myrothecium",97,"Myrothecium verrucaria",80,190
"ASV193","ASV193","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Sordariomycetidae_Incertae sedis",100,"Glomerellaceae",100,"Glomerella",100,"",27,193
"ASV195","ASV195","+","Fungi",100,"Basidiomycota",100,"Microbotryomycetes",100,"Sporidiobolales",100,"Sporidiobolaceae",100,"Sporidiobolus",100,"Sporobolomyces koalae",100,195
"ASV196","ASV196","+","Fungi",100,"Ascomycota",100,"Pezizomycotina_Incertae sedis",100,"Pezizomycotina_Incertae sedis",100,"Pezizomycotina_Incertae sedis",100,"Torula",100,"Torula caligans",100,196
"ASV197","ASV197","+","Fungi",100,"Ascomycota",85,"",29,"",4,"",4,"",4,"",3,197
"ASV198","ASV198","+","Fungi",100,"Ascomycota",96,"Dothideomycetes",94,"Pleosporales",93,"Didymellaceae",83,"Leptosphaerulina",83,"Leptosphaerulina chartarum",83,198
"ASV199","ASV199","+","Fungi",100,"Ascomycota",99,"Dothideomycetes",89,"Capnodiales",89,"",17,"",15,"",15,199
"ASV201","ASV201","+","Fungi",100,"Basidiomycota",98,"Tremellomycetes",97,"Tremellales",97,"Tremellales_Incertae sedis",96,"Dioszegia",91,"",35,201
"ASV202","ASV202","+","Fungi",100,"Basidiomycota",99,"Tremellomycetes",99,"Tremellales",99,"Tremellaceae",95,"Cryptococcus",95,"Cryptococcus sp LCF_08",91,202
"ASV203","ASV203","+","Fungi",100,"Basidiomycota",88,"",29,"",29,"",26,"",26,"",17,203
"ASV205","ASV205","+","Fungi",100,"Basidiomycota",100,"",51,"",48,"",48,"",48,"",48,205
"ASV206","ASV206","+","Fungi",100,"Ascomycota",85,"Ascomycota_unidentified",96,"Ascomycota_unidentified_1",96,"Ascomycota_unidentified_1",96,"Ascomycota_unidentified_1_1",96,"Ascomycota_sp|SH191097.06FU",96,206
"ASV209","ASV209","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",100,"Cryptococcus",100,"Cryptococcus victoriae",100,209
"ASV210","ASV210","+","Fungi",100,"Ascomycota",86,"Dothideomycetes",81,"Pleosporales",80,"Phaeosphaeriaceae",72,"",39,"",34,210
"ASV211","ASV211","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Phaeosphaeriaceae",96,"Phaeosphaeria",96,"Pleosporales_sp|SH206981.06FU",97,211
"ASV213","ASV213","+","Fungi",100,"Basidiomycota",100,"Exobasidiomycetes",100,"Exobasidiomycetidae_Incertae sedis",99,"Exobasidiomycetidae_Incertae sedis",99,"Tilletiopsis",99,"Tilletiopsis pallescens",99,213
"ASV214","ASV214","+","Fungi",100,"Basidiomycota",81,"",28,"",28,"",27,"",6,"",6,214
"ASV216","ASV216","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Cochliobolus",100,"Cochliobolus geniculatus",100,216
"ASV219","ASV219","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Edenia",100,"Edenia gomezpompae",100,219
"ASV220","ASV220","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",100,"Cryptococcus",100,"Cryptococcus sp LRB_2012a",100,220
"ASV221","ASV221","+","Fungi",100,"Basidiomycota",71,"",14,"",14,"",13,"",12,"",12,221
"ASV222","ASV222","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",96,"Capnodiales",96,"",32,"",32,"",32,222
"ASV223","ASV223","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Trichosphaeriales",100,"Trichosphaeriales_Incertae sedis",100,"Khuskia",97,"Trichosphaeriales_sp|SH237073.06FU",96,223
"ASV226","ASV226","+","Fungi",100,"",39,"",18,"",15,"",15,"",5,"",5,226
"ASV227","ASV227","+","Fungi",100,"Ascomycota",78,"",23,"",3,"",3,"",3,"",3,227
"ASV231","ASV231","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",96,"Capnodiales",96,"Teratosphaeriaceae",96,"Devriesia",95,"Devriesia pseudoamericana",95,231
"ASV232","ASV232","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Hypocreales",100,"Nectriaceae",100,"Gibberella",100,"",28,232
"ASV233","ASV233","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",89,"Capnodiales",88,"",25,"",23,"",23,233
"ASV236","ASV236","+","Fungi",100,"Ascomycota",83,"Dothideomycetes",100,"Pleosporales",100,"Incertae_sedis_13",100,"Periconia",100,"Periconia_sp|SH232015.06FU",100,236
"ASV238","ASV238","+","Fungi",100,"Basidiomycota",100,"Microbotryomycetes",100,"Sporidiobolales",100,"Sporidiobolales_Incertae sedis",100,"Sporobolomyces",100,"Sporobolomyces ruber",80,238
"ASV239","ASV239","+","Fungi",100,"Basidiomycota",100,"Exobasidiomycetes",100,"Exobasidiomycetidae_Incertae sedis",95,"Exobasidiomycetidae_Incertae sedis",95,"Tilletiopsis",95,"Tilletiopsis pallescens",95,239
"ASV240","ASV240","+","Fungi",100,"Ascomycota",78,"",12,"",9,"",7,"",7,"",5,240
"ASV241","ASV241","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",100,"Cryptococcus",100,"Cryptococcus sp LRB_2012a",100,241
"ASV242","ASV242","+","Fungi",100,"Basidiomycota",97,"Microbotryomycetes",88,"Sporidiobolales",88,"Sporidiobolales_Incertae sedis",88,"Sporobolomyces",88,"Sporobolomyces ruber",86,242
"ASV246","ASV246","+","Fungi",100,"Basidiomycota",93,"Tremellomycetes",88,"Tremellales",82,"Tremellaceae",81,"Cryptococcus",81,"",64,246
"ASV247","ASV247","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Cochliobolus",99,"Cochliobolus sativus",73,247
"ASV248","ASV248","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellales_Incertae sedis",97,"Hannaella",95,"Hannaella zeae",95,248
"ASV249","ASV249","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",100,"Cryptococcus",100,"Cryptococcus sp LRB_2012a",99,249
"ASV250","ASV250","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Phaeosphaeriaceae",100,"Ophiosphaerella",100,"Ophiosphaerella agrostis",100,250
"ASV252","ASV252","+","Fungi",100,"Ascomycota",76,"",18,"",16,"",1,"",0,"",0,252
"ASV254","ASV254","+","Fungi",100,"Ascomycota",76,"Dothideomycetes",100,"Pleosporales",100,"Lophiostomataceae",100,"Lophiostoma",100,"Lophiostoma_fuckelii|SH237048.06FU",100,254
"ASV256","ASV256","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Cystofilobasidiales",100,"Cystofilobasidiaceae",100,"Udeniomyces",100,"Udeniomyces megalosporus",100,256
"ASV257","ASV257","+","Fungi",100,"Basidiomycota",100,"Microbotryomycetes",100,"Sporidiobolales",100,"Sporidiobolales_Incertae sedis",100,"Sporobolomyces",100,"",51,257
"ASV258","ASV258","+","Fungi",100,"Basidiomycota",100,"Ustilaginomycetes",100,"Ustilaginales",100,"Ustilaginaceae",100,"Ustilago",83,"",39,258
"ASV259","ASV259","+","Fungi",100,"Ascomycota",82,"Fungi_unidentified_1",100,"Fungi_unidentified_1",100,"Fungi_unidentified_1_1",100,"Fungi_unidentified_1_1",100,"Fungi_sp|SH189980.06FU",100,259
"ASV260","ASV260","+","Fungi",100,"Ascomycota",87,"Dothideomycetes",83,"Pleosporales",73,"Dothideomycetes_unidentified_1",94,"Dothideomycetes_unidentified_1",94,"Dothideomycetes_sp|SH227809.06FU",94,260
"ASV262","ASV262","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Cochliobolus",100,"Bipolaris oryzae",100,262
"ASV264","ASV264","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Montagnulaceae",100,"Paraphaeosphaeria",100,"Paraphaeosphaeria michotii",100,264
"ASV265","ASV265","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporales_Incertae sedis",100,"Phoma",100,"Phoma radicina",100,265
"ASV266","ASV266","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",96,"Capnodiales",96,"",28,"",28,"",28,266
"ASV267","ASV267","+","Fungi",100,"Ascomycota",99,"Dothideomycetes",87,"Capnodiales",87,"Teratosphaeriaceae",75,"",51,"",48,267
"ASV268","ASV268","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Cochliobolus",100,"Cochliobolus cynodontis",83,268
"ASV269","ASV269","+","Fungi",100,"Ascomycota",90,"",28,"",10,"",7,"",7,"",7,269
"ASV270","ASV270","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Hypocreales",100,"Hypocreales_Incertae sedis",100,"Sarocladium",73,"Acremonium kiliense",73,270
"ASV271","ASV271","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Dothideales",100,"Dothioraceae",100,"Kabatiella",100,"Aureobasidium_sp|SH206630.06FU",99,271
"ASV272","ASV272","+","Fungi",100,"Ascomycota",85,"Pezizomycotina_Incertae sedis",71,"Pezizomycotina_Incertae sedis",71,"Pezizomycotina_Incertae sedis",71,"Torula",71,"Torula caligans",71,272
"ASV273","ASV273","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Capnodiales",100,"Mycosphaerellaceae",100,"Mycosphaerella",99,"Cercospora zeae_maydis",74,273
"ASV274","ASV274","+","Fungi",100,"Basidiomycota",100,"Cystobasidiomycetes",100,"Erythrobasidiales",100,"Erythrobasidiales_Incertae sedis",100,"Erythrobasidium",100,"Erythrobasidium_hasegawianum|SH239324.06FU",100,274
"ASV275","ASV275","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Hypocreales",100,"Nectriaceae",100,"Gibberella",100,"Fusarium avenaceum",86,275
"ASV277","ASV277","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",100,"Cryptococcus",100,"Cryptococcus wieringae",100,277
"ASV279","ASV279","+","Fungi",100,"Basidiomycota",97,"Tremellomycetes",93,"Tremellales",93,"Tremellales_Incertae sedis",93,"Dioszegia",89,"Dioszegia_takashimae|SH196965.06FU",74,279
"ASV280","ASV280","+","Fungi",100,"Ascomycota",96,"Dothideomycetes",96,"Pleosporales",94,"Fungi_unidentified_1_1",100,"Fungi_unidentified_1_1",100,"Fungi_sp|SH213113.06FU",100,280
"ASV281","ASV281","+","Fungi",100,"Ascomycota",77,"",25,"",13,"",2,"",2,"",2,281
"ASV283","ASV283","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Curvularia",100,"Curvularia trifolii",100,283
"ASV284","ASV284","+","Fungi",100,"Ascomycota",97,"Eurotiomycetes",95,"Chaetothyriales",95,"Chaetothyriales_Incertae sedis",95,"Strelitziana",95,"Strelitziana mali",82,284
"ASV286","ASV286","+","Fungi",100,"Basidiomycota",100,"Exobasidiomycetes",100,"Exobasidiomycetidae_Incertae sedis",100,"Exobasidiomycetidae_Incertae sedis",100,"Tilletiopsis",100,"Tilletiopsis pallescens",100,286
"ASV287","ASV287","+","Fungi",100,"Basidiomycota",100,"Ustilaginomycetes",100,"Ustilaginales",100,"Ustilaginaceae",100,"Pseudozyma",100,"Pseudozyma_sp_Vega417|SH241684.06FU",98,287
"ASV288","ASV288","+","Fungi",100,"Ascomycota",91,"",59,"",59,"",59,"",59,"",59,288
"ASV289","ASV289","+","Fungi",100,"Ascomycota",100,"Taphrinomycetes",100,"Taphrinales",100,"Taphrinaceae",100,"Taphrina",94,"Taphrina_americana|SH211018.06FU",79,289
"ASV290","ASV290","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",97,"Capnodiales",97,"Teratosphaeriaceae",97,"Devriesia",97,"Devriesia pseudoamericana",97,290
"ASV291","ASV291","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Alternaria",100,"Alternaria longissima",100,291
"ASV292","ASV292","+","Fungi",100,"Basidiomycota",100,"Microbotryomycetes",100,"Sporidiobolales",100,"Sporidiobolaceae",100,"Sporidiobolus",100,"Sporobolomyces ruberrimus",94,292
"ASV294","ASV294","+","Fungi",100,"Ascomycota",93,"Dothideomycetes",84,"Pleosporales",83,"Phaeosphaeriaceae",76,"",67,"",66,294
"ASV295","ASV295","+","Fungi",100,"Ascomycota",90,"Dothideomycetes",84,"Pleosporales",82,"",31,"",31,"",25,295
"ASV296","ASV296","+","Fungi",100,"Ascomycota",81,"Dothideomycetes",71,"",34,"",34,"",34,"",30,296
"ASV297","ASV297","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Trichosphaeriales",100,"Trichosphaeriales_Incertae sedis",100,"Sordariomycetes_unidentified_1",88,"Sordariomycetes_sp|SH237076.06FU",71,297
"ASV298","ASV298","+","Fungi",100,"Ascomycota",87,"",18,"",18,"",18,"",9,"",9,298
"ASV300","ASV300","+","Fungi",100,"Basidiomycota",70,"",5,"",5,"",4,"",4,"",3,300
"ASV302","ASV302","+","Fungi",100,"Ascomycota",81,"Dothideomycetes",77,"Pleosporales",75,"Ascomycota_unidentified_1",100,"Ascomycota_unidentified_1_1",100,"Ascomycota_sp|SH237537.06FU",100,302
